Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
1170073822,SOUTHWARK,8,531710,180350,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170073866,SOUTHWARK,8,532850,179830,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170073866,SOUTHWARK,8,532850,179830,2,3 Pedestrian,1 Male,16-24,21,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170074495,SOUTHWARK,8,534180,173570,1,3 Pedestrian,1 Male,25-59,58,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1170074605,SOUTHWARK,8,534080,178860,1,3 Pedestrian,1 Male,60+,91,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170074680,SOUTHWARK,8,532580,180310,1,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1170074821,SOUTHWARK,8,532490,178970,2,2 Passenger,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170074821,SOUTHWARK,8,532490,178970,1,2 Passenger,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170074860,SOUTHWARK,8,531820,179540,2,2 Passenger,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170074860,SOUTHWARK,8,531820,179540,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170074920,SOUTHWARK,8,532250,178460,1,1 Driver/Rider,1 Male,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170074921,SOUTHWARK,8,532450,177910,1,2 Passenger,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170074926,SOUTHWARK,8,534410,177720,1,2 Passenger,1 Male,60+,67,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170074956,SOUTHWARK,8,534160,177010,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170074960,SOUTHWARK,8,535110,179560,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170075060,SOUTHWARK,8,533690,171820,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170075297,SOUTHWARK,8,534097,173647,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170075332,SOUTHWARK,8,532160,176950,1,1 Driver/Rider,1 Male,25-59,49,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170075435,SOUTHWARK,8,534611,179491,1,3 Pedestrian,2 Female,0-15,15,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170075436,SOUTHWARK,8,534500,179470,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170075462,SOUTHWARK,8,532930,177080,1,3 Pedestrian,1 Male,60+,64,1,2 Serious,09 In Road - Not Crossing,6 In Rd Not Crossing Msk,1 Pedestrian, 
1170075561,SOUTHWARK,8,532940,173050,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170075637,SOUTHWARK,8,534500,176160,1,3 Pedestrian,2 Female,25-59,59,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1170075691,SOUTHWARK,8,533490,178450,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170075691,SOUTHWARK,8,533490,178450,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170075703,SOUTHWARK,8,534080,173670,1,3 Pedestrian,2 Female,60+,61,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170075709,SOUTHWARK,8,533640,178300,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170075794,SOUTHWARK,8,535330,175020,2,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170075794,SOUTHWARK,8,535330,175020,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170075807,SOUTHWARK,8,534750,177080,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170075953,SOUTHWARK,8,532970,174410,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170075954,SOUTHWARK,8,534270,178300,1,3 Pedestrian,1 Male,0-15,5,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
1170075962,SOUTHWARK,8,533670,174470,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170076126,SOUTHWARK,8,534820,179540,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170076159,SOUTHWARK,8,534390,179090,1,3 Pedestrian,1 Male,0-15,12,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170076173,SOUTHWARK,8,533640,174250,1,3 Pedestrian,2 Female,25-59,29,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1170076466,SOUTHWARK,8,532170,180110,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170076600,SOUTHWARK,8,533140,176710,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170076707,SOUTHWARK,8,534200,175950,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170076740,SOUTHWARK,8,533110,178160,1,3 Pedestrian,2 Female,25-59,53,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170076836,SOUTHWARK,8,534560,174280,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170077065,SOUTHWARK,8,534710,179520,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170077164,SOUTHWARK,8,532510,178970,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170077170,SOUTHWARK,8,534110,178030,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170077240,SOUTHWARK,8,535250,177290,1,3 Pedestrian,2 Female,60+,75,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170077428,SOUTHWARK,8,533040,177860,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170077460,SOUTHWARK,8,532680,178980,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170077460,SOUTHWARK,8,532680,178980,2,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170077614,SOUTHWARK,8,533400,176720,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170077708,SOUTHWARK,8,531740,178330,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170077710,SOUTHWARK,8,532810,174620,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
1170077734,SOUTHWARK,8,532760,178030,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170077800,SOUTHWARK,8,533980,176040,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170077811,SOUTHWARK,8,534510,175000,1,2 Passenger,2 Female,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170077811,SOUTHWARK,8,534510,175000,2,2 Passenger,2 Female,60+,63,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170077839,SOUTHWARK,8,535650,178750,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170077858,SOUTHWARK,8,533618,179925,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170077947,SOUTHWARK,8,534440,175190,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170077956,SOUTHWARK,8,533910,178450,1,1 Driver/Rider,1 Male,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170077961,SOUTHWARK,8,534260,177270,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170077961,SOUTHWARK,8,534260,177270,2,3 Pedestrian,2 Female,0-15,2,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1170077984,SOUTHWARK,8,533180,171830,1,3 Pedestrian,2 Female,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1170078022,SOUTHWARK,8,532079,179051,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170078115,SOUTHWARK,8,531900,178990,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170078119,SOUTHWARK,8,532450,177910,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170078213,SOUTHWARK,8,534060,179220,1,3 Pedestrian,2 Female,0-15,11,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
1170078215,SOUTHWARK,8,533810,179540,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170078445,SOUTHWARK,8,532570,180050,1,3 Pedestrian,1 Male,25-59,33,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170078497,SOUTHWARK,8,535300,177290,1,3 Pedestrian,1 Male,16-24,18,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170078568,SOUTHWARK,8,535740,179090,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170078659,SOUTHWARK,8,534300,179440,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170078817,SOUTHWARK,8,531740,180000,1,1 Driver/Rider,1 Male,25-59,41,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170078831,SOUTHWARK,8,533620,172230,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170078859,SOUTHWARK,8,532630,180250,1,3 Pedestrian,1 Male,25-59,44,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170078884,SOUTHWARK,8,532630,176110,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170079035,SOUTHWARK,8,532810,172510,1,3 Pedestrian,1 Male,60+,73,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170079059,SOUTHWARK,8,535330,179580,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170079354,SOUTHWARK,8,531680,179460,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170079377,SOUTHWARK,8,532767,180309,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170079441,SOUTHWARK,8,534450,176690,1,3 Pedestrian,2 Female,25-59,36,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170079474,SOUTHWARK,8,533020,179050,1,3 Pedestrian,1 Male,16-24,22,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
1170079634,SOUTHWARK,8,532470,178960,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170079666,SOUTHWARK,8,532530,176720,1,1 Driver/Rider,1 Male,60+,67,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170079787,SOUTHWARK,8,534320,179430,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170079788,SOUTHWARK,8,533200,178730,1,2 Passenger,2 Female,0-15,1,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170079791,SOUTHWARK,8,534750,177580,1,2 Passenger,2 Female,60+,68,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170079808,SOUTHWARK,8,534040,173780,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170079987,SOUTHWARK,8,534400,173350,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170080080,SOUTHWARK,8,535110,177360,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170080086,SOUTHWARK,8,532510,178970,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170080360,SOUTHWARK,8,532810,172510,1,3 Pedestrian,2 Female,60+,81,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170080422,SOUTHWARK,8,531650,180060,1,2 Passenger,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170080569,SOUTHWARK,8,531900,177480,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170080586,SOUTHWARK,8,534370,172240,1,3 Pedestrian,2 Female,60+,61,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170080755,SOUTHWARK,8,533450,179370,2,3 Pedestrian,1 Male,16-24,17,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170080755,SOUTHWARK,8,533450,179370,1,3 Pedestrian,1 Male,16-24,18,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170080842,SOUTHWARK,8,533740,178440,1,3 Pedestrian,1 Male,16-24,16,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1170080862,SOUTHWARK,8,532830,180060,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170080910,SOUTHWARK,8,532680,176030,1,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170080932,SOUTHWARK,8,534390,178240,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170080950,SOUTHWARK,8,531460,179420,1,2 Passenger,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170080984,SOUTHWARK,8,534250,179500,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170081058,SOUTHWARK,8,532020,178850,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170081154,SOUTHWARK,8,532410,177630,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170081557,SOUTHWARK,8,534090,178030,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170082386,SOUTHWARK,8,534320,176760,1,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170088360,SOUTHWARK,8,534030,178070,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170088360,SOUTHWARK,8,534030,178070,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170089864,SOUTHWARK,8,533430,171540,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1170091096,SOUTHWARK,8,533040,178920,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170094069,SOUTHWARK,8,533240,179270,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170118493,SOUTHWARK,8,531520,179430,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170126964,SOUTHWARK,8,533670,178330,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170126964,SOUTHWARK,8,533670,178330,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48170158779,SOUTHWARK,8,532780,180360,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48170179960,SOUTHWARK,8,533170,179190,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48170193733,SOUTHWARK,8,532770,180350,1,3 Pedestrian,2 Female,60+,74,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
48170200004,SOUTHWARK,8,532780,180350,1,2 Passenger,2 Female,0-15,5,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48170225351,SOUTHWARK,8,532780,180320,1,3 Pedestrian,1 Male,60+,69,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48170227053,SOUTHWARK,8,532770,180330,3,2 Passenger,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48170227053,SOUTHWARK,8,532770,180330,2,2 Passenger,1 Male,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48170227053,SOUTHWARK,8,532770,180330,1,2 Passenger,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48170259298,SOUTHWARK,8,532340,180510,1,3 Pedestrian,2 Female,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48170261365,SOUTHWARK,8,532780,180340,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170009358,LAMBETH,9,531430,178450,1,1 Driver/Rider,1 Male,25-59,26,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170009405,LAMBETH,9,531720,174830,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170009418,LAMBETH,9,530480,178010,1,3 Pedestrian,2 Female,16-24,22,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170009446,LAMBETH,9,530470,173920,2,3 Pedestrian,1 Male,0-15,6,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1170009446,LAMBETH,9,530470,173920,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1170009518,LAMBETH,9,530540,176510,1,1 Driver/Rider,2 Female,25-59,39,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170009568,LAMBETH,9,530990,175260,1,3 Pedestrian,2 Female,25-59,40,1,2 Serious,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
1170009612,LAMBETH,9,530010,175690,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170009616,LAMBETH,9,530100,171800,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170009724,LAMBETH,9,530600,175960,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170009725,LAMBETH,9,532410,173650,1,2 Passenger,2 Female,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170009990,LAMBETH,9,530620,179660,1,3 Pedestrian,2 Female,16-24,24,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170010073,LAMBETH,9,530980,178120,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170010121,LAMBETH,9,530030,171480,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170010166,LAMBETH,9,530840,173335,1,2 Passenger,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170010316,LAMBETH,9,530205,176090,1,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170010319,LAMBETH,9,530010,171460,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170010320,LAMBETH,9,530545,176545,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170010321,LAMBETH,9,530740,171440,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170010420,LAMBETH,9,531150,176720,1,2 Passenger,2 Female,0-15,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170010420,LAMBETH,9,531150,176720,2,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170010523,LAMBETH,9,531180,175950,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170010552,LAMBETH,9,530540,174030,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170010562,LAMBETH,9,531420,171420,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170010598,LAMBETH,9,529500,175350,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170010611,LAMBETH,9,530693,178034,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170010647,LAMBETH,9,530290,171050,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170010714,LAMBETH,9,529660,171760,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170010750,LAMBETH,9,530540,175060,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170010750,LAMBETH,9,530540,175060,2,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170010862,LAMBETH,9,531450,177400,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170010922,LAMBETH,9,530343,178050,1,3 Pedestrian,1 Male,60+,64,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170011089,LAMBETH,9,529880,176430,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170011095,LAMBETH,9,530520,178030,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170011096,LAMBETH,9,529940,173980,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170011097,LAMBETH,9,530220,172340,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170011115,LAMBETH,9,531329,174725,1,1 Driver/Rider,1 Male,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170011213,LAMBETH,9,530790,176960,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170011256,LAMBETH,9,530130,171920,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170011324,LAMBETH,9,530040,175680,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170011330,LAMBETH,9,530580,176360,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170011347,LAMBETH,9,532410,173680,1,2 Passenger,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170011526,LAMBETH,9,531470,178180,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170011547,LAMBETH,9,528870,175620,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170011575,LAMBETH,9,531450,171680,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170011799,LAMBETH,9,531129,175792,1,2 Passenger,2 Female,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170011822,LAMBETH,9,531330,175190,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
